kdrama_name,tags
Show Window: The Queen's House, protective brother
Show Window: The Queen's House, dysfunctional family
Show Window: The Queen's House, rich family
Show Window: The Queen's House, family relationship
Show Window: The Queen's House, deception 
Sh**ting Stars,entertainment industry
Sh**ting Stars, famous male lead
Sh**ting Stars, enemies to lovers
Sh**ting Stars, lovehate relationship
Sh**ting Stars, bickering couple
Sh**ting Stars, multiple mains
Sh**ting Stars, actor male lead
Sh**ting Stars, actoractress supporting character
Sh**ting Stars, reporter female lead
Sh**ting Stars, multiple couples 
Signal,different timelines
Signal, butterfly effect
Signal, murder
Signal, hwaseong serial murders
Signal, suspense
Signal, criminal profiler
Signal, investigation
Signal, death
Signal, tragic past
Signal, corruption 
Sin Don,king male lead
Sin Don, historical fiction
Sin Don, prime minister
Sin Don, royalty
Sin Don, goryeo dynasty 
Single Dad in Love,cold male lead
Single Dad in Love, single father
Single Dad in Love, older manyounger woman
Single Dad in Love, fatherson relationship
Single Dad in Love, cold manwarm woman 
Sisters of the Sea,
Sisyphus: The Myth,time travel
Sisyphus: The Myth, rich male lead
Sisyphus: The Myth, sassy female lead
Sisyphus: The Myth, future
Sisyphus: The Myth, preproduced
Sisyphus: The Myth, strong female lead
Sisyphus: The Myth, investigation
Sisyphus: The Myth, suspense
Sisyphus: The Myth, secret
Sisyphus: The Myth, dystopia 
Six Flying Dragons,revolution
Six Flying Dragons, power struggle
Six Flying Dragons, political intrigue
Six Flying Dragons, swordfight
Six Flying Dragons, smart male lead
Six Flying Dragons, taejong
Six Flying Dragons, scheme
Six Flying Dragons, taejo
Six Flying Dragons, goryeo dynasty
Six Flying Dragons, bromance 
Sketch,detective male lead
Sketch, police department
Sketch, brothersister relationship
Sketch, teamwork
Sketch, strong male lead
Sketch, premonition
Sketch, fight
Sketch, death
Sketch, precognition
Sketch, strong female lead 
Sky Castle,multiple mains
Sky Castle, social commentary
Sky Castle, family pressure
Sky Castle, medical
Sky Castle, social satire
Sky Castle, satire
Sky Castle, motherdaughter relationship
Sky Castle, death
Sky Castle, social problems
Sky Castle, strong female lead 
Smile Again,baseball
Smile Again, first love
Smile Again, love triangle
Smile Again, friendship 
"Smile, Mom",
Snow Flower,motherdaughter relationship 
Snowdrop,s
Snowdrop, political intrigue
Snowdrop, love at first sight
Snowdrop, student
Snowdrop, dormitory
Snowdrop, university
Snowdrop, conspiracy
Snowdrop, hostage
Snowdrop, impulsive female lead
Snowdrop, north and south korea 
So I Married the Anti-fan,enemies to lovers
So I Married the Anti-fan, rich manpoor woman
So I Married the Anti-fan, famous leadcommon lead
So I Married the Anti-fan, misunderstanding
So I Married the Anti-fan, rich male lead
So I Married the Anti-fan, bickering couple
So I Married the Anti-fan, strong female lead
So I Married the Anti-fan, adapted from a novel
So I Married the Anti-fan, entertainment industry
So I Married the Anti-fan, sassy female lead 
So Not Worth It,student
So Not Worth It, multiple mains
So Not Worth It, hardworking female lead
So Not Worth It, foreigner male lead
So Not Worth It, hardship
So Not Worth It, dormitory
So Not Worth It, brothersister relationship
So Not Worth It, bright female lead
So Not Worth It, independent female lead
So Not Worth It, sweet male lead 
Solomon's Perjury,adapted from a novel
Solomon's Perjury, death
Solomon's Perjury, smart female lead
Solomon's Perjury, calm male lead
Solomon's Perjury, school bullying
Solomon's Perjury, smart male lead
Solomon's Perjury, bromance
Solomon's Perjury, performing arts
Solomon's Perjury, strong female lead
Solomon's Perjury, mental illness 
Somebody,software developer female lead
Somebody, detective fiction
Somebody, detective female lead
Somebody, interior designer
Somebody, mental illness
Somebody, miniseries
Somebody, death
Somebody, dissociative identity disorder
Somebody, murder
Somebody, investigation 
Someday,preproduced 
Something About 1%,contract relationship
Something About 1%, possessive male lead
Something About 1%, steamy kiss
Something About 1%, rich manpoor woman
Something About 1%, strong female lead
Something About 1%, rich male lead
Something About 1%, smart female lead
Something About 1%, sassy female lead
Something About 1%, smart male lead
Something About 1%, jealousy 
Something About 1 Percent,contract relationship
Something About 1 Percent, possessive male lead
Something About 1 Percent, steamy kiss
Something About 1 Percent, rich manpoor woman
Something About 1 Percent, strong female lead
Something About 1 Percent, rich male lead
Something About 1 Percent, smart female lead
Something About 1 Percent, sassy female lead
Something About 1 Percent, smart male lead
Something About 1 Percent, jealousy 
Something About Us,friends to lovers
Something About Us, adapted from a webtoon
Something About Us, campus setting
Something About Us, university 
Something Happened in Bali,mdl remake 
Something in the Rain,family pressure
Something in the Rain, steamy kiss
Something in the Rain, workplace abuse
Something in the Rain, nice male lead
Something in the Rain, forbidden love
Something in the Rain, older womanyounger man
Something in the Rain, sexual harassment
Something in the Rain, sismance
Something in the Rain, male chases female first
Something in the Rain, disapproving parent 
Songgot: The Piercer,workplace abuse
Songgot: The Piercer, adapted from a webtoon
Songgot: The Piercer, based on true story 
Soul Mechanic,nice male lead
Soul Mechanic, older manyounger woman
Soul Mechanic, eccentric male lead
Soul Mechanic, character development
Soul Mechanic, psychiatry
Soul Mechanic, slow burn romance
Soul Mechanic, fatherson relationship
Soul Mechanic, friendship
Soul Mechanic, hardworking male lead
Soul Mechanic, dementia 
Soundtrack 1,miniseries
Soundtrack 1, friends to lovers
Soundtrack 1, unrequited love
Soundtrack 1, long time friends
Soundtrack 1, friendship
Soundtrack 1, flashback to past
Soundtrack 1, cohabitation
Soundtrack 1, best friends relationship
Soundtrack 1, songwriter female lead
Soundtrack 1, photographer male lead 
Special Affairs Team TEN,detective fiction
Special Affairs Team TEN, detective male lead
Special Affairs Team TEN, detective female lead
Special Affairs Team TEN, teamwork
Special Affairs Team TEN, eccentric female lead
Special Affairs Team TEN, miniseries
Special Affairs Team TEN, death
Special Affairs Team TEN, child abuse
Special Affairs Team TEN, strong female lead
Special Affairs Team TEN, gore 
Special Labor Inspector,social problems
Special Labor Inspector, power struggle
Special Labor Inspector, righteous male lead
Special Labor Inspector, bossemployee relationship
Special Labor Inspector, teamwork
Special Labor Inspector, eccentric male lead
Special Labor Inspector, nice male lead
Special Labor Inspector, tough male lead
Special Labor Inspector, satire
Special Labor Inspector, slight romance 
Splendid Politics,scheme
Splendid Politics, power struggle
Splendid Politics, hidden identity
Splendid Politics, revolt
Splendid Politics, gwanghae
Splendid Politics, revenge
Splendid Politics, rebellion
Splendid Politics, joseon dynasty
Splendid Politics, crossdressing
Splendid Politics, love triangle 
Sponsor,suspense
Sponsor, actress female lead
Sponsor, poverty
Sponsor, editor
Sponsor, hardworking male lead
Sponsor, hardworking female lead
Sponsor, greed
Sponsor, modeling
Sponsor, disease
Sponsor, photography 
Spotlight,reporter female lead
Spotlight, cold male lead
Spotlight, news media
Spotlight, news anchor
Spotlight, news station
Spotlight, corruption
Spotlight, bossemployee relationship
Spotlight, investigation 
Spring Day,love triangle
Spring Day, muteness
Spring Day, trauma
Spring Day, older womanyounger man
Spring Day, adoption
Spring Day, mdl remake
Spring Day, doctor male lead
Spring Day, brothers relationship
Spring Day, raised by grandfather
Spring Day, brothers love same woman 
Spring Turns to Spring,body swap
Spring Turns to Spring, sismance
Spring Turns to Spring, sassy female lead
Spring Turns to Spring, smart female lead
Spring Turns to Spring, strong female lead
Spring Turns to Spring, eccentric female lead
Spring Turns to Spring, naive female lead
Spring Turns to Spring, infidelity
Spring Turns to Spring, revenge
Spring Turns to Spring, bromance 
Spy,spy
Spy, motherson relationship
Spy, north korean
Spy, suspense 
Spy Myung-wol,strong female lead
Spy Myung-wol, actor male lead
Spy Myung-wol, clandestine operation
Spy Myung-wol, ulterior motive
Spy Myung-wol, fake identity
Spy Myung-wol, hidden identity
Spy Myung-wol, spy
Spy Myung-wol, enemies to lovers
Spy Myung-wol, north korean 
Squad 38,smart male lead
Squad 38, scheme
Squad 38, corruption
Squad 38, teamwork
Squad 38, fraud
Squad 38, bromance
Squad 38, social satire
Squad 38, social commentary
Squad 38, moneyobsession
Squad 38, nice male lead 
Squid Game,death game
Squid Game, death
Squid Game, poor male lead
Squid Game, extreme violence
Squid Game, debt
Squid Game, competition
Squid Game, gore
Squid Game, survival
Squid Game, murder
Squid Game, game show 
Stained Glass,orphan male lead
Stained Glass, heir
Stained Glass, tearjerker
Stained Glass, love triangle 
Standby,
Star in My Heart,fashion designer male lead
Star in My Heart, singer male lead
Star in My Heart, famous male lead
Star in My Heart, famous leadcommon lead
Star in My Heart, disapproving parent
Star in My Heart, evil parental figure
Star in My Heart, orphan female lead
Star in My Heart, music 
Stars Falling from the Sky,antihero
Stars Falling from the Sky, psychological
Stars Falling from the Sky, murder
Stars Falling from the Sky, tragic past
Stars Falling from the Sky, smart male lead
Stars Falling from the Sky, investigation
Stars Falling from the Sky, eccentric male lead
Stars Falling from the Sky, cold manwarm woman
Stars Falling from the Sky, orphan male lead
Stars Falling from the Sky, melodrama 
Start-Up,lying
Start-Up, competition
Start-Up, app developer
Start-Up, hardworking male lead
Start-Up, hardworking female lead
Start-Up, artificial intelligence
Start-Up, nice female lead
Start-Up, love triangle
Start-Up, unrequited love
Start-Up, grandmagranddaughter relationship 
Star's Echo,musician male lead
Star's Echo, language barrier
Star's Echo, guilt
Star's Echo, intercountry romance
Star's Echo, miniseries
Star's Echo, death 
Star's Lover,alien
Star's Lover, interspecies romance
Star's Lover, professor
Star's Lover, sassy female lead
Star's Lover, superhuman strength
Star's Lover, time manipulation
Star's Lover, cyberbullying
Star's Lover, star crossed lovers
Star's Lover, steamy kiss
Star's Lover, special power 
Steal Heart,pickpocket
Steal Heart, strong female lead
Steal Heart, nice male lead
Steal Heart, slow burn romance
Steal Heart, sismance
Steal Heart, gangster male lead
Steal Heart, jack of all trades
Steal Heart, thief
Steal Heart, tough female lead
Steal Heart, righteous male lead 
Still 17,cohabitation
Still 17, healing
Still 17, first love
Still 17, coma
Still 17, tragic past
Still 17, naive female lead
Still 17, nice female lead
Still 17, trauma
Still 17, eccentric male lead
Still 17, nice male lead 
Still You,soap opera
Still You, divorce 
Stranger,suspense
Stranger, investigation
Stranger, corruption
Stranger, crime solving duo
Stranger, murder
Stranger, calm male lead
Stranger, alexithymia
Stranger, emotionless male lead
Stranger, strong female lead
Stranger, smart female lead 
Strong Girl Bong-soon,strong female lead
Strong Girl Bong-soon, female lead action scenes
Strong Girl Bong-soon, superhuman strength
Strong Girl Bong-soon, love triangle
Strong Girl Bong-soon, nice male lead
Strong Girl Bong-soon, rich manpoor woman
Strong Girl Bong-soon, fatherdaughter relationship
Strong Girl Bong-soon, gang
Strong Girl Bong-soon, bossemployee relationship
Strong Girl Bong-soon, rich male lead 
Strongest Deliveryman,debt
Strongest Deliveryman, secondary couple
Strongest Deliveryman, nice male lead
Strongest Deliveryman, love triangle
Strongest Deliveryman, deliverywoman female lead
Strongest Deliveryman, deliveryman male lead
Strongest Deliveryman, chasing a dream
Strongest Deliveryman, hardworking male lead
Strongest Deliveryman, hardworking female lead
Strongest Deliveryman, hottempered male lead 
Suits,bromance
Suits, hidden identity
Suits, poor male lead
Suits, nice male lead
Suits, nonmdl remake
Suits, workplace setting
Suits, attorney male lead
Suits, age gap drama life
Suits, age gap real life
Suits, lawyer male lead 
Sunlight Pours Down,death of a family
Sunlight Pours Down, friends to lovers
Sunlight Pours Down, cohabitation
Sunlight Pours Down, rich manpoor woman
Sunlight Pours Down, unrequited love
Sunlight Pours Down, love triangle 
Sunny Again Tomorrow,motherdaughter relationship
Sunny Again Tomorrow, family secret
Sunny Again Tomorrow, cold manwarm woman
Sunny Again Tomorrow, hardworking female lead
Sunny Again Tomorrow, male chases female first
Sunny Again Tomorrow, disapproving family
Sunny Again Tomorrow, fashion industry
Sunny Again Tomorrow, soap opera
Sunny Again Tomorrow, enemies to lovers
Sunny Again Tomorrow, rich male lead 
Super Daddy Yeol,bickering couple
Super Daddy Yeol, motherdaughter relationship
Super Daddy Yeol, fatherdaughter relationship
Super Daddy Yeol, miscommunication
Super Daddy Yeol, baseball
Super Daddy Yeol, terminal illness
Super Daddy Yeol, first love
Super Daddy Yeol, single female lead
Super Daddy Yeol, workplace abuse
Super Daddy Yeol, secondary couple 
Super Rookie,sibling rivalry
Super Rookie, spy
Super Rookie, misunderstanding 
Surgeon Bong Dal-hee,strong female lead
Surgeon Bong Dal-hee, slow burn romance
Surgeon Bong Dal-hee, cold manwarm woman
Surgeon Bong Dal-hee, eccentric female lead
Surgeon Bong Dal-hee, hospital setting
Surgeon Bong Dal-hee, surgeon female lead
Surgeon Bong Dal-hee, doctor female lead
Surgeon Bong Dal-hee, doctor male lead
Surgeon Bong Dal-hee, heart disease
Surgeon Bong Dal-hee, older manyounger woman 
Suspicious Partner,cohabitation
Suspicious Partner, nice male lead
Suspicious Partner, hardworking female lead
Suspicious Partner, smart male lead
Suspicious Partner, tragic past
Suspicious Partner, nice female lead
Suspicious Partner, exgirlfriend comes back
Suspicious Partner, steamy kiss
Suspicious Partner, strong female lead
Suspicious Partner, wrongfully accused 
Sweden Laundry,older womanyounger man
Sweden Laundry, future seeing female lead
Sweden Laundry, precognition 
Sweet Buns,teacher female lead
Sweet Buns, male chases female first
Sweet Buns, enemies to lovers
Sweet Buns, love triangle 
Sweet Enemy,wrongfully accused
Sweet Enemy, birth secret
Sweet Enemy, long lost child
Sweet Enemy, soap opera
Sweet Enemy, stepsiblings love
Sweet Enemy, revenge
Sweet Enemy, prison
Sweet Enemy, romance 
Sweet Home,monsters
Sweet Home, gore
Sweet Home, survival
Sweet Home, character development
Sweet Home, adapted from a webtoon
Sweet Home, supernatural phenomena
Sweet Home, multiple mains
Sweet Home, trauma
Sweet Home, school bullying
Sweet Home, attempted suicide 
"Sweet Home, Sweet Honey",
Sweet Munchies,pretends to be gay
Sweet Munchies, love triangle
Sweet Munchies, lgbtq
Sweet Munchies, closeted
Sweet Munchies, oblivious male lead
Sweet Munchies, unrequited love
Sweet Munchies, restaurant setting
Sweet Munchies, producer female lead
Sweet Munchies, fashion designer male lead
Sweet Munchies, restaurateur male lead 
Sweet Revenge,high school
Sweet Revenge, school bullying
Sweet Revenge, revenge
Sweet Revenge, nice male lead
Sweet Revenge, friends to lovers
Sweet Revenge, sismance
Sweet Revenge, mobile app
Sweet Revenge, break up
Sweet Revenge, cheating
Sweet Revenge, web series 
Sweet Revenge 2,friends to lovers
Sweet Revenge 2, suspense
Sweet Revenge 2, neighbors relationship
Sweet Revenge 2, brothers relationship
Sweet Revenge 2, teenager
Sweet Revenge 2, cold male lead
Sweet Revenge 2, single mother
Sweet Revenge 2, fluffy
Sweet Revenge 2, slice of life
Sweet Revenge 2, calm male lead 
Sweet Spy,undercover agent
Sweet Spy, cohabitation
Sweet Spy, widow female lead
Sweet Spy, policewoman
Sweet Spy, police procedural
Sweet Spy, detective 
Sweet Stranger and Me,strong male lead
Sweet Stranger and Me, nice male lead
Sweet Stranger and Me, nice female lead
Sweet Stranger and Me, secret
Sweet Stranger and Me, gang
Sweet Stranger and Me, cheating
Sweet Stranger and Me, housemates relationship
Sweet Stranger and Me, restaurant setting
Sweet Stranger and Me, flight attendant female lead
Sweet Stranger and Me, businessman male lead 
"Sweet, Savage Family",gangster male lead
"Sweet, Savage Family", family relationship
"Sweet, Savage Family", married couple
"Sweet, Savage Family", blackmail
"Sweet, Savage Family", black comedy
"Sweet, Savage Family", divorced couple
"Sweet, Savage Family", corruption
"Sweet, Savage Family", drama 
Switch,identity swap
Switch, impersonation
Switch, deception
Switch, smart male lead
Switch, hidden identity
Switch, strong female lead
Switch, corrupt legal system
Switch, civil servant
Switch, longlost father
Switch, smart female lead 
Syndrome,arrogant male lead
Syndrome, surgeon 
Taejo Wang Geon,royalty
Taejo Wang Geon, goryeo dynasty
Taejo Wang Geon, king male lead
Taejo Wang Geon, taejo
Taejo Wang Geon, historical figure
Taejo Wang Geon, historical fiction 
"Take Care of Us, Captain",airport setting
"Take Care of Us, Captain", plane setting
"Take Care of Us, Captain", pilot male lead
"Take Care of Us, Captain", hidden past
"Take Care of Us, Captain", love triangle 
Tale of Fairy,tragic past
Tale of Fairy, reincarnation
Tale of Fairy, adapted from a webtoon
Tale of Fairy, bromance
Tale of Fairy, friendship
Tale of Fairy, love triangle
Tale of Fairy, transformation
Tale of Fairy, preproduced
Tale of Fairy, age gap drama life
Tale of Fairy, age gap real life 
Tale of the Nine Tailed,ninetailed fox
Tale of the Nine Tailed, reincarnation
Tale of the Nine Tailed, supernatural
Tale of the Nine Tailed, sibling rivalry
Tale of the Nine Tailed, fated love
Tale of the Nine Tailed, interspecies romance
Tale of the Nine Tailed, mythical being
Tale of the Nine Tailed, hardworking female lead
Tale of the Nine Tailed, smart female lead
Tale of the Nine Tailed, strong female lead 
Tasty Life,
Taxi Driver,revenge
Taxi Driver, adapted from a webtoon
Taxi Driver, strong male lead
Taxi Driver, investigation
Taxi Driver, secret organization
Taxi Driver, smart female lead
Taxi Driver, taxi driver male lead
Taxi Driver, police officer male lead
Taxi Driver, prosecutor female lead
Taxi Driver, antihero 
Tazza,gambling
Tazza, adapted from a manhwa
Tazza, revenge
Tazza, childhood friends relationship
Tazza, gambler male lead
Tazza, first love
Tazza, melodrama
Tazza, drama
Tazza, friendship
Tazza, suspense 
Team Bulldog: Off-Duty Investigation,investigation
Team Bulldog: Off-Duty Investigation, strong female lead
Team Bulldog: Off-Duty Investigation, teamwork
Team Bulldog: Off-Duty Investigation, smart female lead
Team Bulldog: Off-Duty Investigation, multiple mains
Team Bulldog: Off-Duty Investigation, eccentric female lead
Team Bulldog: Off-Duty Investigation, eccentric male lead
Team Bulldog: Off-Duty Investigation, police department setting
Team Bulldog: Off-Duty Investigation, detective fiction
Team Bulldog: Off-Duty Investigation, detective male lead 
Tears of Heaven,selfish mother
Tears of Heaven, greed 
Tears of the Dragon,
Tell Me What You Saw,murder
Tell Me What You Saw, strong female lead
Tell Me What You Saw, photographic memory
Tell Me What You Saw, tragic past
Tell Me What You Saw, trauma
Tell Me What You Saw, disability
Tell Me What You Saw, revenge
Tell Me What You Saw, hardworking female lead
Tell Me What You Saw, police department setting
Tell Me What You Saw, death of a fianc 
Temperature of Love,love triangle
Temperature of Love, older womanyounger man
Temperature of Love, bromance
Temperature of Love, second chance romance
Temperature of Love, calm male lead
Temperature of Love, cooking
Temperature of Love, unrequited love
Temperature of Love, screenwriter female lead
Temperature of Love, chef male lead
Temperature of Love, age gap real life 
Temptation,rich womanpoor man
Temptation, conceited male lead
Temptation, hypocrisy
Temptation, stubborn female lead
Temptation, female infertility
Temptation, hardworking male lead
Temptation, lovers separated
Temptation, power struggle
Temptation, heartbreak
Temptation, vengeful female lead 
Temptation of Wife,soap opera
Temptation of Wife, betrayal
Temptation of Wife, miscarriage
Temptation of Wife, infidelity
Temptation of Wife, death
Temptation of Wife, terminal illness
Temptation of Wife, lying
Temptation of Wife, intellectual disability
Temptation of Wife, identity swap
Temptation of Wife, sexual assault 
Tempted,rich male lead
Tempted, bad mangood woman
Tempted, love triangle
Tempted, friendship
Tempted, hardworking female lead
Tempted, second chance
Tempted, revenge
Tempted, naive female lead
Tempted, heir
Tempted, hatred 
Terroir,restaurant setting
Terroir, sommelier
Terroir, winery
Terroir, older manyounger woman
Terroir, bossemployee relationship
Terroir, tragic past
Terroir, filmed abroad 
Thank You,alzheimers disease
Thank You, aids
Thank You, child female lead
Thank You, doctor male lead
Thank You, single mother female lead
Thank You, secret child
Thank You, motherdaughter relationship
Thank You, disease
Thank You, death of a girlfriend
Thank You, motherhood 
"That Winter, the Wind Blows",fake incest
"That Winter, the Wind Blows", stolen identity
"That Winter, the Wind Blows", star crossed lovers
"That Winter, the Wind Blows", male chases female first
"That Winter, the Wind Blows", playboy male lead
"That Winter, the Wind Blows", deception
"That Winter, the Wind Blows", hidden identity
"That Winter, the Wind Blows", separation at birth
"That Winter, the Wind Blows", rich female lead
"That Winter, the Wind Blows", flashback to past 
The Accidental Narco,multiple mains
The Accidental Narco, based on true story
The Accidental Narco, drug lord
The Accidental Narco, national intelligence service
The Accidental Narco, miniseries
The Accidental Narco, suspense 
The All-Round Wife,
The Banker,adapted from a manga
The Banker, workplace setting
The Banker, bank setting
The Banker, office worker male lead
The Banker, hardship
The Banker, mature female lead
The Banker, sincere male lead
The Banker, honest male lead
The Banker, competent female lead
The Banker, bank auditor 
The Beauty Inside,prosopagnosia
The Beauty Inside, successful male lead
The Beauty Inside, strong female lead
The Beauty Inside, calm male lead
The Beauty Inside, secondary couple
The Beauty Inside, contract relationship
The Beauty Inside, rich female lead
The Beauty Inside, rich male lead
The Beauty Inside, sismance
The Beauty Inside, secret 
The Birth of a Family,
The Blade and Petal,political intrigue
The Blade and Petal, betrayal
The Blade and Petal, hidden identity
The Blade and Petal, misunderstanding
The Blade and Petal, crossdressing
The Blade and Petal, gender bender
The Blade and Petal, goguryeo dynasty
The Blade and Petal, historical fiction
The Blade and Petal, secret
The Blade and Petal, heartbreak 
The Bride of Habaek,interspecies romance
The Bride of Habaek, special power
The Bride of Habaek, steamy kiss
The Bride of Habaek, supernatural power
The Bride of Habaek, poor female lead
The Bride of Habaek, eccentric male lead
The Bride of Habaek, tragic past
The Bride of Habaek, arrogant male lead
The Bride of Habaek, healing
The Bride of Habaek, elemental power 
The Chaser,investigation
The Chaser, detective
The Chaser, reporter supporting character
The Chaser, conspiracy
The Chaser, corruption
The Chaser, suspense 
The Clinic for Married Couples: Love and War,
The Cursed,strong female lead
The Cursed, shamanism
The Cursed, curse
The Cursed, gore
The Cursed, extreme violence
The Cursed, school bullying
The Cursed, investigation
The Cursed, occult
The Cursed, smart female lead
The Cursed, spirit 
The Crowned Clown,double identity
The Crowned Clown, noble womancommon man
The Crowned Clown, identity swap
The Crowned Clown, poor male lead
The Crowned Clown, character development
The Crowned Clown, joseon dynasty
The Crowned Clown, power struggle
The Crowned Clown, rebellion
The Crowned Clown, nice male lead
The Crowned Clown, doppelganger 
The Dawn of the Empire,goryeo dynasty
The Dawn of the Empire, palace setting
The Dawn of the Empire, king male lead
The Dawn of the Empire, historical figure
The Dawn of the Empire, historical fiction
The Dawn of the Empire, royalty
The Dawn of the Empire, gwangjong 
The Devil,
The Devil Judge,corruption
The Devil Judge, tough past
The Devil Judge, dystopia
The Devil Judge, hardworking male lead
The Devil Judge, antihero
The Devil Judge, strong female lead
The Devil Judge, bromance
The Devil Judge, rivalry
The Devil Judge, revenge
The Devil Judge, unrequited love 
The Doctors,older manyounger woman
The Doctors, studentteacher relationship
The Doctors, revenge
The Doctors, nice male lead
The Doctors, calm male lead
The Doctors, badass female lead
The Doctors, reverseharem
The Doctors, strong female lead
The Doctors, male chases female first
The Doctors, tragic past 
The Eldest,
The Emperor: Owner of the Mask,poison
The Emperor: Owner of the Mask, conspiracy
The Emperor: Owner of the Mask, identity swap
The Emperor: Owner of the Mask, historical fiction
The Emperor: Owner of the Mask, nice female lead
The Emperor: Owner of the Mask, royalty
The Emperor: Owner of the Mask, death
The Emperor: Owner of the Mask, revenge
The Emperor: Owner of the Mask, nice male lead
The Emperor: Owner of the Mask, joseon dynasty 
The Empire of Law,prosecutor female lead
The Empire of Law, ambitious female lead
The Empire of Law, scandal
The Empire of Law, strong female lead 
The End of the World,pandemic
The End of the World, virus
The End of the World, adapted from a novel
The End of the World, disaster
The End of the World, investigation 
The Family is Coming,
The Fiery Priest,badass male lead
The Fiery Priest, eccentric male lead
The Fiery Priest, sassy female lead
The Fiery Priest, bromance
The Fiery Priest, aggressive male lead
The Fiery Priest, ptsd
The Fiery Priest, sismance
The Fiery Priest, corruption
The Fiery Priest, investigation
The Fiery Priest, tragic past 
The Forbidden Marriage,flashback to past
The Forbidden Marriage, joseon dynasty
The Forbidden Marriage, royalty
The Forbidden Marriage, fraud
The Forbidden Marriage, deception
The Forbidden Marriage, swindler female lead
The Forbidden Marriage, king male lead
The Forbidden Marriage, historical fiction
The Forbidden Marriage, death
The Forbidden Marriage, adapted from a webtoon 
The Fugitive of Joseon,attempted assassination
The Fugitive of Joseon, genius male lead
The Fugitive of Joseon, secondary couple
The Fugitive of Joseon, wrongfully accused
The Fugitive of Joseon, scheme
The Fugitive of Joseon, poison
The Fugitive of Joseon, fugitive
The Fugitive of Joseon, fatherdaughter relationship
The Fugitive of Joseon, illness
The Fugitive of Joseon, evil stepmother 
The Game: Towards Zero,special power
The Game: Towards Zero, supernatural power
The Game: Towards Zero, death
The Game: Towards Zero, smart male lead
The Game: Towards Zero, tragic past
The Game: Towards Zero, strong female lead
The Game: Towards Zero, murder
The Game: Towards Zero, orphan female lead
The Game: Towards Zero, teamwork
The Game: Towards Zero, child abandonment 
The Gentlemen of Wolgyesu Tailor Shop,power struggle
The Gentlemen of Wolgyesu Tailor Shop, multiple mains
The Gentlemen of Wolgyesu Tailor Shop, divorce
The Gentlemen of Wolgyesu Tailor Shop, multiple couples
The Gentlemen of Wolgyesu Tailor Shop, bromance
The Gentlemen of Wolgyesu Tailor Shop, family
The Gentlemen of Wolgyesu Tailor Shop, friendship 
The Ghost Detective,strong female lead
The Ghost Detective, female antagonist
The Ghost Detective, ghostseeing female lead
The Ghost Detective, tragic past
The Ghost Detective, death of a sister
The Ghost Detective, investigator male lead
The Ghost Detective, cheerful female lead
The Ghost Detective, spirit possession
The Ghost Detective, workplace romance
The Ghost Detective, nice female lead 
The Good Detective,wrongfully accused
The Good Detective, corruption
The Good Detective, investigation
The Good Detective, smart male lead
The Good Detective, bromance
The Good Detective, corrupt legal system
The Good Detective, murder
The Good Detective, crime
The Good Detective, detective male lead
The Good Detective, suspense 
The Good Wife,smart female lead
The Good Wife, strong female lead
The Good Wife, working mom
The Good Wife, law firm
The Good Wife, lgbtq
The Good Wife, infidelity
The Good Wife, first love
The Good Wife, love triangle
The Good Wife, corruption
The Good Wife, nonmdl remake 
"The Great King, Sejong",king male lead
"The Great King, Sejong", historical figure
"The Great King, Sejong", historical fiction
"The Great King, Sejong", sejong the great
"The Great King, Sejong", royalty
"The Great King, Sejong", joseon dynasty 
The Great Merchant,historical fiction
The Great Merchant, gisaeng
The Great Merchant, joseon dynasty 
The Great Seer,historical fiction
The Great Seer, retrocognition
The Great Seer, special power
The Great Seer, precognition
The Great Seer, goryeo dynasty
The Great Seer, joseon dynasty
The Great Seer, political 
The Great Shaman Ga Doo-shim,ghostseeing female lead
The Great Shaman Ga Doo-shim, ghost
The Great Shaman Ga Doo-shim, shamanism
The Great Shaman Ga Doo-shim, strong female lead
The Great Shaman Ga Doo-shim, high school
The Great Shaman Ga Doo-shim, student
The Great Shaman Ga Doo-shim, school
The Great Shaman Ga Doo-shim, ghostseeing male lead
The Great Shaman Ga Doo-shim, transfer student
The Great Shaman Ga Doo-shim, vengeful ghost 
The Great Show,fatherdaughter relationship
The Great Show, nice female lead
The Great Show, secret crush
The Great Show, smart female lead
The Great Show, child abandonment
The Great Show, smart male lead
The Great Show, fatherson relationship
The Great Show, nice male lead
The Great Show, love triangle
The Great Show, competition 
The Greatest Love,male chases female first
The Greatest Love, love triangle
The Greatest Love, impulsive male lead
The Greatest Love, eccentric male lead
The Greatest Love, scandal
The Greatest Love, hardworking female lead
The Greatest Love, character development
The Greatest Love, workplace abuse
The Greatest Love, misunderstanding
The Greatest Love, rich manpoor woman 
The Greatest Marriage,single mother
The Greatest Marriage, older womanyounger man
The Greatest Marriage, pregnancy
The Greatest Marriage, adapted from a novel
The Greatest Marriage, drama 
The Guardians,revenge
The Guardians, strong female lead
The Guardians, corruption
The Guardians, tragic past
The Guardians, teamwork
The Guardians, investigation
The Guardians, smart male lead
The Guardians, attempted murder
The Guardians, lying
The Guardians, policewoman 
The Guest,exorcism
The Guest, death
The Guest, demon
The Guest, shamanism
The Guest, murder
The Guest, strong female lead
The Guest, hottempered male lead
The Guest, ghostseeing male lead
The Guest, orphan female lead
The Guest, ghost 
The Heirs,high school
The Heirs, family pressure
The Heirs, love triangle
The Heirs, school bullying
The Heirs, rich male lead
